id	root	asset	uexp_offset	mode	export	source	translation	comment
fd2aa0ca9d43	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52068	narrow	DT_Quests	Clear up Flesh Blobs.	Очисти сгустки плоти	
a53b6121e97e	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52168	narrow	DT_Quests	Return the Gold Cup to the Gates	Верни золотую чашу к воротам	
cb82315be094	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52259	narrow	DT_Quests	Return Goldcup to Gates	Верни золотой кубок к воротам	
41296687bddb	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52343	narrow	DT_Quests	"Why doth you knights only work at night. Tis makes buisness hard, 
specially when FLESH grows in me MARKET, THREE blobs to the count.
Clear up the FLESH BLOBS in the VILLAGE MARKET and then bring me my GOLD CUP from inside the MARKET."	Почему вы, рыцари, работаете только ночью? Дела от этого хуже, особенно когда на РЫНКЕ растет ПЛОТЬ. Три сгустка. Очисти их на ДЕРЕВЕНСКОМ РЫНКЕ и принеси мой ЗОЛОТОЙ КУБОК.	
5259236d4be7	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52672	narrow	DT_Quests	Fetch Me Cup	Принеси мою чашу	
f444669bd052	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52743	narrow	DT_Quests	Feth the Gold Cup from the Village Apothecary	Найди золотой кубок в деревенской аптеке	
bb60f3903d50	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52847	narrow	DT_Quests	Fetch CUP APOTH	Найди кубок в аптеке	
f31cf9204cec	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	52940	narrow	DT_Quests	Return the Gold Cup to the Gates	Верни золотую чашу к воротам	
9d1f45d3aefd	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	53031	narrow	DT_Quests	Return The Gold Cup To The Villager	Верни золотой кубок жителю	
e3d96c1a5719	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	53127	narrow	DT_Quests	"Hark Knight. The ol' man who worked as the VILLAGE APOTHECARY hasn't been answering the door. I lent him me GOLD CUP and he hasn't given it back. I would go inside but all that flesh he has growing. We try to keep this land free of such filth. Go in that disgusting place and bring it back.                                                                                                                                                                                                               
My eyes are up here . . .                    "	Слушай, рыцарь. Старик-АПТЕКАРЬ в ДЕРЕВНЕ не отвечает. Я одолжил ему ЗОЛОТОЙ КУБОК, а он не вернул. Внутрь не пойду: там плоть. Зайди в это мерзкое место и принеси кубок. Глаза выше.	
df3b81caff17	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	53763	narrow	DT_Quests	Fetch Me Cup	Принеси мою чашу	
abb53147b713	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	53834	narrow	DT_Quests	Feth the Gold Cup from the Village Inn	Найди золотой кубок в деревенской таверне	
a6ff9233803f	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	53931	narrow	DT_Quests	Fetch the Gold Cup In the Apothacy	Найди золотой кубок в аптеке	
b2598bce562f	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54043	narrow	DT_Quests	Return the Gold Cup to the Gates	Верни золотую чашу к воротам	
497717ae2c43	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54134	narrow	DT_Quests	Return Gold Cup	Верни золотой кубок	
81591443bd35	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54210	narrow	DT_Quests	"I left me GOLD CUP in the VILLAGE INN! It's so special . . .     
Special to me . . . Can't believe I left it.   
That bell has me rushed. Yee won't catch me outside after dark.      
So its up to yee to bring it back to me . . .   
Go on now, geet!"	Оставил ЗОЛОТОЙ КУБОК в ДЕРЕВЕНСКОЙ ТАВЕРНЕ. Особый он для меня. Колокол спугнул, а после темноты я наружу не выйду. Так что верни его. Ну, пошел.	
800b1b9bff0c	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54555	narrow	DT_Quests	Light the Beacon	Зажги маяк	
26a0a7c7ca9c	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54630	narrow	DT_Quests	Light the Beacon deep in the Forest near the Outer Gates	Зажги маяк в глубине леса у внешних ворот	
a68381a35906	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54745	narrow	DT_Quests	Light the BEACON deep in the FOREST near the OUTER GATES	Зажги МАЯК в глубине ЛЕСА у ВНЕШНИХ ВОРОТ	
b84e9668ec59	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54880	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
689dd48b6700	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	54958	narrow	DT_Quests	Return to the castle gates	Вернись к замковым воротам	
69d3251f45ba	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55045	narrow	DT_Quests	"Was gazing towards the OUTER GATES. . . in the FOREST . . .               
I . . . I saw something horrible . . . Heard a sinister callin' . . .
You must go out to light the BEACONS, maybe it will scare it off . . . 
It's by the old gates, that keep the flesh out, deep in the FOREST 
Might have to trek quite a ways, but it's there.     "	Смотрел к ДАЛЬНИМ ВОРОТАМ в ЛЕСУ... увидел ужасное и услышал зловещий зов. Зажги там МАЯКИ, может, отпугнут. Они у старых ворот глубоко в ЛЕСУ. Идти далеко, но они там.	
8e79fb1a91d4	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55480	narrow	DT_Quests	Light the Beacon	Зажги маяк	
24e0aabc53e7	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55555	narrow	DT_Quests	Click and Hold to light the Beacon near the Apothecary in the Village	Удерживай взаимодействие, чтобы зажечь маяк	
21cb2e220a90	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55683	narrow	DT_Quests	Click and hold on the BEACON near the apothocary in the VILLAGE	Удерживай взаимодействие, чтобы зажечь маяк	
f9fde7be4008	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55825	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
0efa4c0f60af	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55903	narrow	DT_Quests	Return to the castle gates	Вернись к замковым воротам	
3fb2a3c78964	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	55990	utf16	DT_Quests	"Does me pain give yee joy? I near died reachin’ this castle.     
The VILLAGE paths twisted on me in the dark, and yee APOTHECARY's BEACON stood unlit this night. Light this BEACON, so next night I can find me way through the VILLAGE and not be another tale . . .                                                                                                                            
Have yee washed recently . . .                                 "	Моя боль радует тебя? Я едва добрался до замка. Деревенские тропы ночью скрутились, а МАЯК у АПТЕКИ был погашен. Зажги его, чтобы следующей ночью я нашел путь и не стал очередной байкой.	
e7c4a7e513d3	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	56990	narrow	DT_Quests	Light the Beacon	Зажги маяк	
ddfcd3e54420	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	57065	narrow	DT_Quests	Click and Hold to light the Beacon at the Farm	Удерживай взаимодействие, чтобы зажечь маяк	
4142fc5a7d5a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	57170	narrow	DT_Quests	Click and hold on the BEACON at the farm	Удерживай взаимодействие, чтобы зажечь маяк	
9e168cc6473a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	57289	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
4e5b554b5259	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	57367	narrow	DT_Quests	Return to the castle gates	Вернись к замковым воротам	
6f145b898496	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	57454	narrow	DT_Quests	"Got a task for yee that must be done at once!       
Gunna need yee to LIGHT the BEACON out at the FARM . . .                   
Saw some shadowed figures out in the fields.
Could just be stragglers. Ignoring the glory of the King.
The glow of thee flames will light the truth . . .                                                                                                                        
Last knight I told to do this didn't make it back . . .                                                                            
Are all you disgraced Knights so worthless? "	Есть дело, и срочное. Нужно ЗАЖЕЧЬ МАЯК на ФЕРМЕ. В полях видел теневые фигуры. Может, бродяги, но пламя покажет правду. Последний рыцарь, кому я это поручил, не вернулся.	
77e9a043cdca	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58132	narrow	DT_Quests	Beacon In the Ruins	Маяк в руинах	
468fa9bf8b3c	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58210	narrow	DT_Quests	Light the Beacon deep in the Forest at the Forest Ruins	Зажги маяк в глубине леса, у лесных руин	
706361659711	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58324	narrow	DT_Quests	Click and hold on the BEACON deep in the FOREST near the old castle gates	Удерживай взаимодействие, чтобы зажечь маяк	
5bbbcd9649dd	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58476	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
5c4c9c801caa	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58554	narrow	DT_Quests	Return to the castle gates	Вернись к замковым воротам	
1e045fd854f4	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	58641	narrow	DT_Quests	"Oi! You there! May thee gods help me I could smell you from out here. 
Best send yee far away from here . . .            
Theres a BEACON deep in the FOREST in ye old RUINS.             
But someone keeps puttin' them out . . . or something . . .                                   
Go light the BEACON, hopefully the smoke will mask yee putrid stench . . ."	Эй! Ты там! Боги, я чую тебя снаружи. Лучше отправить тебя подальше. В глубине ЛЕСА, в старых РУИНАХ, есть МАЯК. Кто-то все гасит его. Зажги, пусть дым перебьет твою вонь.	
85ffd9c04d31	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59094	narrow	DT_Quests	Light the Beacon	Зажги маяк	
ad1c3f7f3610	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59169	narrow	DT_Quests	Click and Hold to light the Beacon at the Village Pond	Удерживай взаимодействие, чтобы зажечь маяк	
882b2811e41c	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59282	narrow	DT_Quests	Click and hold on the BEACON at the VILLAGE POND	Удерживай взаимодействие, чтобы зажечь маяк	
fb1d576d7559	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59409	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
d7adfa3c8918	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59487	narrow	DT_Quests	Return to the castle gates	Вернись к замковым воротам	
9405b9794bbf	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	59574	utf16	DT_Quests	"Heard somethin strange splashin in the water by the VILLAGE POND!
Go out there and LIGHT the BEACON maybe the flames will scare it away.           
Go now! Yee spineless knob! Finish the quest I hath bestowed upon thee!                                           
If yee stray down the wrong path, keep goin’ castle's better without yee!        "	Слышал странный всплеск у ДЕРЕВЕНСКОГО ПРУДА. Иди и ЗАЖГИ МАЯК, может, огонь отпугнет это. Живо, бесхребетный. И не сверни не туда, замку без тебя лучше.	
9959a28f8754	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60362	narrow	DT_Quests	Rid Flesh Pillars	Искорени столпы плоти	
d55b5bcec73e	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60438	narrow	DT_Quests	Find out how to make the stange Flesh go away at the Forest Pond	Разберись с плотью у лесного пруда	
7734edad173a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60561	narrow	DT_Quests	Description of the objective.	Описание цели.	
b508068078c5	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60669	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
5625ee05dbb8	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60747	narrow	DT_Quests	Description of the objective.	Описание цели.	
1671cf2574d7	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	60845	narrow	DT_Quests	"Ungodly sight, shakes me to the core. . .                         
Oh, I also saw more PILLARS of FLESH have broken out in the FOREST by the POND! So unnerving just sitting there. . . I've heard the Herbalist say there all connected. . . Like some kinda uhhhh. uhhhhhhh. . .                                                                      
Welp. Ill leave yee to it."	Нечестивое зрелище, до костей пробрало. У ЛЕСНОГО ПРУДА выросли еще СТОЛПЫ ПЛОТИ. Травник говорил, они связаны... как одна сеть, что ли. Ладно, оставлю тебя с этим.	
9935583db350	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61311	narrow	DT_Quests	<QuestName>	Задание	
b04fbc61c39b	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61381	narrow	DT_Quests	Fetch the Bucket near the Castle Gates.	Найди ведро у замковых ворот	
6e8700600d44	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61479	narrow	DT_Quests	Fetch my old bucket	Найди мое старое ведро	
f4a478467448	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61576	narrow	DT_Quests	Return the Bucket to the Gates.	Верни ведро к воротам	
329ed5e00959	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61666	narrow	DT_Quests	Description of the objective.	Описание цели.	
8d6ecebee212	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61756	narrow	DT_Quests	I have a quest for you!	У меня есть для тебя дело!	
d258671fe74e	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61860	narrow	DT_Quests	Rid the Growths	Искорени наросты	
b041c3f7d232	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	61934	narrow	DT_Quests	Click and Hold Interact on the Red Growths around the Village Pond	Удерживай взаимодействие на красном наросте	
1c92c9ea2f97	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62059	narrow	DT_Quests	Click and Hold Interact on the RED GROWTHS around the VILLAGE POND	Удерживай взаимодействие на красном наросте	
898aa3ef91ca	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62204	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
e4b1fd13fc8a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62282	narrow	DT_Quests	Return To Castle Gates.	Вернись к замковым воротам	
6208e60fc387	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62366	narrow	DT_Quests	"Oh, the treachery. Crossing the VILLAGE POND!          
I saw THREE FLESHY GROWTHS growing by water!            
They are gunna contaminate our water!     
Yee must go out and remove em at once!   
Such work is not for the likes of me . . ."	О, предательство! Перешел ДЕРЕВЕНСКИЙ ПРУД и увидел ТРИ НАРОСТА ПЛОТИ у воды. Они отравят все! Убери их немедля. Такая работа не для меня.	
85b0ecbfbed1	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62703	narrow	DT_Quests	What are Those?	Что это за твари?	
cd582b14c9f8	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62777	narrow	DT_Quests	Find out how to make the stange Flesh go away at the Village Pond	Разберись с плотью у деревенского пруда	
7e90e615990a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62901	narrow	DT_Quests	Get the rooooocks	Добудь кааамни	
7feb6579e784	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	62997	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
6a1be50cbc6c	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	63075	narrow	DT_Quests	Talk to Villager at the Castle Gates	Поговори с жителем у замковых ворот	
450a1b007db8	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	63172	narrow	DT_Quests	"Aye, it's you again? New Knights, usually dont last this long . . .          
Yee be THREE PILLARS of FLESH out by the VILLAGE POND.    
These ones don't behave like normal!             
They just popped back up when I tried pushin one down, but as I touch the other . . . It popped right back up! Scared the bell out of me!                                                          
Quickly . . . I still feel their eyeless gaze upon me."	А, снова ты? Новые рыцари обычно столько не живут. У ДЕРЕВЕНСКОГО ПРУДА стоят ТРИ СТОЛПА ПЛОТИ. Они странные: тронешь один, другой будто поднимается вновь. Быстрее, я все еще чувствую их слепой взгляд.	
80bf1c541e41	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	63706	narrow	DT_Quests	Rid the Growths	Искорени наросты	
07f0a7dcb85a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	63780	narrow	DT_Quests	Click and Hold Interact on the Red Growths at the Graveyard	Удерживай взаимодействие на красном наросте	
40f7e0da3416	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	63898	narrow	DT_Quests	Click and Hold Interact on the RED GROWTH at the Graveyard	Удерживай взаимодействие на красном наросте	
b54fb09d1944	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	64035	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
d6e26500b764	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	64113	narrow	DT_Quests	Speak to the Villager at the Castle Gates.	Поговори с жителем у ворот	
9a17523fffbe	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	64216	utf16	DT_Quests	"The GRAVEYARD . . . there be FOUR BIG FLESHY GROWTHS.
Must be doing something with the flesh down below . . .                       
What!? Havent seen yee old graveyard? Pitty and shame . . .               
Its out behind the Lumbermill headed towards yee Farm.                                          
I scolded ’em a few times . . . No effect. So now yee be the one to do it."	На КЛАДБИЩЕ ЧЕТЫРЕ БОЛЬШИХ НАРОСТА ПЛОТИ. Видать, что-то делают с плотью под землей. Кладбище за лесопилкой, по дороге к ферме. Я ругал их - без толку. Теперь твоя очередь.	
0fe4a057de51	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65076	narrow	DT_Quests	Fetch Me Axe	Принеси топор	
8584d411f52a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65147	narrow	DT_Quests	Find the Axe left behind in the Lumbermill	Найди топор на лесопилке	
76a6cf4896eb	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65248	narrow	DT_Quests	Description of the objective.	Описание цели.	
ce64ee3a6478	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65355	narrow	DT_Quests	Return the Axe to the Gates	Верни топор к воротам	
18a34b3abbda	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65441	narrow	DT_Quests	Description of the objective.	Описание цели.	
c9b2268f0893	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	65531	narrow	DT_Quests	"It is time for you to become a hard man . . . or woman . . .  I can't tell . . . but yee are soft . . . soft as clay . . . pathetic . . .            
Chopped me HAND AXE a bit to deep into somethin out in yee LUMBERMILL. Got it mighty stuck me did. Don't quite remember where . . .                   
I was swinging at the walls and the stairs and uhhh the logs . . .                 
Just find it and prove yee hardness to me."	Пора тебе стать твердым человеком... или женщиной, не разберу. Ты мягок, как глина. Я загнал РУЧНОЙ ТОПОР во что-то на ЛЕСОПИЛКЕ и застрял он крепко. Не помню где: стены, лестницы, бревна... Найди и докажи твердость.	
1e2db1fa61f7	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66054	narrow	DT_Quests	Rid the Growths	Искорени наросты	
8698d8d327f5	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66128	narrow	DT_Quests	Click and Hold Interact on the Red Growths at the Lumbermill	Удерживай взаимодействие на красном наросте	
38626e761618	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66247	narrow	DT_Quests	Click and Hold Interact on the Red Growths at the Lumbermill	Удерживай взаимодействие на красном наросте	
7820110e2b39	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66386	narrow	DT_Quests	Return to the Gates	Вернись к воротам	
b60a100415f8	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66464	narrow	DT_Quests	Speak to the Villager at the Castle Gates.	Поговори с жителем у ворот	
597ff8a0b584	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66567	narrow	DT_Quests	"Was mindin' me buisness . . . then suddenly, I was surrounded by these BIG FLESHY GROWTHS! Got meself outta the LUMBERMILL fast!
I spotted FOUR of em! Get them gone before they infest the whole place!
The LUMBERMILL is out towards yee Farm, if yee cant remember . . .                                          "	Занимался своим делом, а потом вокруг ЛЕСОПИЛКИ выросли БОЛЬШИЕ НАРОСТЫ ПЛОТИ. Четыре штуки. Убери их, пока место не заросло целиком. Лесопилка по дороге к ферме, если память у тебя как у гвоздя.	
4a6429c13c0d	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	66971	narrow	DT_Quests	Fetch Me Skull	Принеси череп	
90a2839a6fb6	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	67044	narrow	DT_Quests	Fetch the lost Skull from somewhere in the Graveyard	Найди потерянный череп на кладбище	
f1df0fd4a502	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	67155	narrow	DT_Quests	Find the Skull	Найди череп	
0fe04b65be61	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	67247	narrow	DT_Quests	Return the Skull to the Gates	Верни череп к воротам	
7a4357f66308	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	67335	narrow	DT_Quests	Return the SKULL the the Villager at the Castle	Верни череп жителю у замка	
8c3c763f7399	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	67443	narrow	DT_Quests	"Left me father's SKULL down at the GRAVEYARD behind the LUMBERMILL. 
Sometimes I dig 'em out to try and have a chat . . . Ugh but I forgot to bury his SKULL again! Don't wanna leave 'em there to be stolen!                     
Oh, Faaaaaaaaaaaather!                                       
Musta left 'em on top of one of the graves or tomb stones . . .                                                                                                          
Can't quite remember. Off yee go. Bring his SKULL back to me."	Оставил ЧЕРЕП отца на КЛАДБИЩЕ за ЛЕСОПИЛКОЙ. Иногда выкапываю его, чтобы поговорить... и опять забыл закопать. Он где-то на могиле или плите. Принеси ЧЕРЕП обратно.	
23ed015d0210	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68060	narrow	DT_Quests	Finish Cauldron Apothecary	Заверши смесь в аптеке	
6b0b76952a16	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68145	narrow	DT_Quests	Go to the Village Apothecary and Finsih the Mixture	Иди в деревенскую аптеку и заверши смесь	
ebde70a98e0a	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68255	narrow	DT_Quests	Description of the objective.	Описание цели.	
43d7bcc15f41	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68361	narrow	DT_Quests	Description of the objective.	Описание цели.	
b54e00f59e69	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68468	narrow	DT_Quests	Return the Potion to the Gates	Верни зелье к воротам	
b33c9fcd57e6	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68557	narrow	DT_Quests	Description of the objective.	Описание цели.	
759ff17c42f2	legacy_quests	KnightsEnd/Content/KnightsEnd/GameBackend/Systems/QuestSystem/DT_Quests.uasset	68647	utf16	DT_Quests	"The APOTHECARY Herbalist has been missing for some time now . . . 
I have been feelin’ a bit droll and need a POTION. Yee must go into the APOTHECARY and make me one. I scrawled the ingredients on the BOARD in the back. Go there and finish my mixture so I may rest easy . . .
I wrote them myself this morn’ so I know them to be right . . ."	ТРАВНИК из АПТЕКИ пропал. Мне нехорошо, нужно ЗЕЛЬЕ. Иди в АПТЕКУ, ингредиенты я написал на доске сзади. Закончи смесь, и я смогу спать спокойно. Сам утром писал, значит верно.	
